Question,Answer
من هو أول خلفاء الدولة الأموية؟, معاوية بن أبي سفيان
متى فتح الفاروق عمر القدس الشريف؟, 15 هـ
من هو النبي الذي كانت تسبح معه الجبال؟, داوود عليه السلام
سورة بدأت بالحمدلله مثل سورة الفاتحة؟, سورة فاطر
كم عدد السور التي ابتدأت بالحروف المقطعة (ألم)؟, 6 سور
في أي جهة يقع باب الكعبة المشرفة؟, الجهة الشرقية من الكعبة
من صاحب هذا الدعاء (ربنا اغفر لي ولوالدي وللمؤمنين يوم يقوم الحساب)؟, ابراهيم عليه السلام
كم عدد أولاد وبنات النبي صلى الله عليه وسلم؟, 7
ما هو عدد حملة العرش يوم القيامة والمذكورين في القرآن الكريم؟, 8
من أول من أسلم من الصبيان؟, علي بن أبي طالب
أين ورد قوله تعالى (واصبر لحكم ربك فإنك بأعيننا وسبح بحمد ربك حين تقوم ومن الليل فسبحه وإدبار النجوم)؟, سورة الطور
قال تعال في سورة التين (وهذا البلد الأمين (3)) ما هو البلد الأمين؟, مكة المكرمة
كم عدد التكبيرات في الركعة الأولى في صلاة العيد؟, 7 تكبيرات
كم عدد بنات النبي صلى الله عليه وسلم؟, أربعة بنات
قال تعالى (والذاريات ذروا) ما المقصود بالذاريات؟, الرياح
من هو النبي الذي أرسل الى قوم عاد؟, هود عليه السلام
قال تعال في سورة القصص (فخسفنا به وبداره الأرض) من هو الذي خسف الله به الأرض؟, قارون
من هو النبي الذي كانت زوجته كافرة؟, لوط عليه السلام
من هو الصحابي الذي كان يلقب بأبي المساكين وحين استشهد لقب بذي الجناحين؟, جعفر بن أبي طالب
بماذا لقب اسماعيل عليه السلام؟, الذبيح
من هو أول ملك فرعوني آمن بالتوحيد؟, اخناتون
من من الخلفاء الراشدين كان الأكبر سنا عندما لقى ربه؟, عثمان بن عفان
في أي عام هجري توفي أمير المؤمنين عمر بن الخطاب؟, 23 هـ
كم سنة دامت خلافة عثمان بن عفان رضي الله عنه؟, 12 سنة
كم عدد زوجات الرسول صلى الله عليه وسلم؟, 11
من هي آخر زوجة تزوجها الرسول صلى الله عليه وسلم؟, ميمونة بن الحارث
في أي سورة ورد اسم يوم القيامة (الطامة)؟, سورة النازعات
ما هو الشيء الذي ذكر في القرآن أنه يتنفس ولا روح له؟, الصبح
الأنفال، كلمة وردت في القرآن الكريم فماذا تعني؟, الغنائم
في أي سنة توفي الرسول صلى الله عليه وسلم؟, 11 هـ
من أول من قتل من المشركين في غزوة بدر الكبرى؟, الأسود بن عبد الأسد المخزومي
ما اسم والدة مريم العذراء؟, حنة
كم عدد المواضع التي أقسم الله بنفسه في القرآن الكريم؟, 7 مواضع
ما هو ثاني مسجد في الإسلام؟, المسجد النبوي الشريف
ما أول ما نزل من التوراة؟, بسم الله الرحمن الرحيم
من أول من هاجر من المسلمين إلى الحبشة؟, حاطب بن عمرو
كم عدد من قتل من المسلمين في غزوة مؤتة؟, 12
ما هي السورة التي تسمى سورة المنافقين؟, سورة التوبة
ما اسم امرأة لوط؟, والهة
في أي سنة حج النبي صلى الله عليه وسلم حجة الوداع؟, في السنة العاشرة
ما هي صلاة البردين؟, الفجر والعصر
من أكثر الأنبياء ذكراً بالقرآن؟, موسى عليه السلام
من سمى الجمعة الجمعة؟, كعب بن لؤي
ماهي السورة التي تسمى القتال؟, سورة محمد
ما هو الطائر الذي تحدث مع النبي سليمان عليه السلام؟, الهدهد
من هو أول داعية في تاريخ الإسلام؟, مصعب بن عمير
ماذا كانت تعبد ملكة سبأ بلقيس وقومها من دون الله؟, الشمس
من هو أول من بنى السجون في الإسلام؟, علي بن أبي طالب
من هي أول فدائية في الإسلام؟, أسماء بنت أبي بكر
ما هو أول ما يرفع من أعمال هذه الأمة؟, الصلاة
ما هي كفارة الحلف بالله؟, إطعام عشرة مساكين
في أي الصلوات يجتمع ملائكة الليل والنهار؟, صلاة الفجر والعصر
متى أسلم أبو قحافة والد أبي بكر؟, في عام الفتح
على من يطلق لقب المصدود؟, الذي يمنع من الحج
كم تعادل الصلاة في المسجد الحرام؟, مئة ألف صلاة
من هو أول جبار لعنه الله في الأرض؟, النمرود
صيام هذا اليوم يكفر السنة التي قبله والسنة التي بعده؟, يوم عرفة
عندما نزلت الصلاة أول مرة كان عددها...؟, خمسين صلاة
كم سنة ضلت الدعوة الإسلامية سرا؟, ثلاث سنوات
الطيور التي أرسلها الله تعالى لإنقاذ الكعبة من أبرهة كانت تحمل؟, حجارة من سجيل
ما هو اسم الجبل الذي رست عليه سفينة نوح عليه السلام؟, الجودي
كانت لقريش رحلتان في فصلي؟, الشتاء والصيف
ما هو العذاب الذي وقع على قوم ثمود؟, الصيحة
قال تعال (وزرابي مبثوثة) سورة الغاشية (16)، ما المقصود ب(زرابي)؟, الطنافس
ما المقصود بيوم الفرقان الذي ذكره الله تعالى في القرآن الكريم؟, غزوة بدر
قال تعالى (وفرعون ذي الأوتاد) سورة الفجر (10)، ما المقصود ب(الأوتاد)؟, الأهرام
ما السورة التي سميت بسورة الكليم؟, سورة طه
من هو أول من سمى القرآن مصحفا؟, أبو بكر الصديق
ما هي السورة التي بدأت بإسم أحد الجبال؟, سورة الطور
ما معنى قوله تعاله (وطلح منضود)؟, الموز
ما هي السورة التي تنتهي جميع آياتها بحرف الدال؟, سورة الإخلاص
ما هي أول آية نزلت في القرآن الكريم؟, اقرأ باسم ربك الذي خلق
كم استغرق نزول القرآن الكريم؟, 23 سنة
من هو أول نبي تحدث باللغة العربية؟, اسماعيل عليه السلام
من هو النبي الذي يلقب بإسرائيل؟, يعقوب عليه السلام
كم كان يبلغ طول آدم عليه السلام؟, 60 ذراعا
من هو النبي الذي أمره الله تعالى أن يأخذ الكتاب بقوة؟, يحيى عليه السلام
من هو أول نبي خاط الثياب ولبسها؟, إدريس عليه السلام
كم نبيا ذكر في سورة الأنبياء؟, 16 نبيا
كم كان عدد إخوة يوسف عليه السلام؟, 11
